Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
bettyboop,Domino,60,73450,7,8,11,6,6,6,4,skirmisher,,,,,2,3,3,3,3,3,3
bettyboop,Thor,90,246662,7,9,15,6,6,7,5,striker,blue,8,,,8,,3,3,3,3,3
bettyboop,SilverSamurai,85,220406,7,7,16,7,7,7,5,skirmisher,blue,,9,,,9,4,4,4,4,4
bettyboop,WarMachine,85,310515,7,7,16,6,6,6,5,raider,purple,2,,,10,,,,1,,1
bettyboop,Beast,100,861805,7,8,19,6,7,7,5,healer,purple,,,13,,8,3,3,3,3,3
bettyboop,MBaku,55,55914,7,7,10,6,5,5,4,fortifier,,,4,,,,4,4,4,5,4
bettyboop,Ironheart,100,935384,7,9,19,6,6,7,5,raider,purple,,,,13,,3,3,3,3,3
bettyboop,Venom,90,296360,7,8,17,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
bettyboop,Sabretooth,75,148064,7,7,14,6,7,7,5,striker,blue,8,,,,,3,3,3,3,3
bettyboop,Cable,75,196732,7,8,14,6,6,6,4,striker,blue,10,2,,,,5,5,5,5,5
bettyboop,Stature,75,131133,7,8,14,6,6,6,4,striker,blue,8,5,,,,3,3,3,3,3
bettyboop,LadyDeathstrike,100,997393,7,9,19,6,7,7,5,striker,purple,13,,,10,,3,3,3,3,3
bettyboop,AimTank_Taunt,70,56298,4,4,13,6,6,,4,fortifier,,,4,,,,4,4,4,4,4
bettyboop,Korath,55,31853,7,7,8,4,4,4,2,skirmisher,,,,,,2,2,2,2,2,2
bettyboop,YoYo,65,87544,7,7,12,6,6,6,4,raider,,3,,,4,,4,4,4,4,4
bettyboop,Sif,75,135650,7,7,14,6,7,6,5,fortifier,blue,,8,,,,3,3,3,4,3
bettyboop,BlackPanther,75,124718,7,7,13,6,7,6,5,striker,blue,7,,,5,,3,2,3,2,3
bettyboop,Killmonger,65,90183,7,7,12,6,6,6,4,raider,,,,,5,,5,5,5,5,5
bettyboop,KittyPryde,75,121243,7,7,13,6,6,6,5,skirmisher,blue,4,2,,,8,3,3,3,3,3
bettyboop,Falcon,95,533078,7,8,18,6,6,6,5,raider,purple,,,,11,1,1,1,2,1,1
bettyboop,PhylaVell,85,247774,7,9,16,6,6,7,5,striker,blue,9,4,4,,,4,4,5,4,4
bettyboop,Minerva,68,62949,5,5,12,6,6,6,4,healer,,,,4,,,4,4,4,4,4
bettyboop,Shatterstar,75,137960,7,7,14,6,7,6,5,raider,blue,4,,,8,,3,3,3,3,3
bettyboop,HumanTorch,50,29351,6,6,7,5,5,5,3,striker,,4,,,,2,4,4,4,4,4
bettyboop,Sersi,85,253578,7,8,16,7,7,7,5,skirmisher,blue,9,,5,,9,4,4,5,4,4
bettyboop,SharonCarter,75,137936,7,7,14,6,7,6,4,striker,blue,8,,,,,3,3,3,3,3
bettyboop,Carnage,95,412905,7,9,18,6,6,7,5,skirmisher,blue,2,,,3,9,4,4,4,4,4
bettyboop,Blob,35,15406,7,7,6,4,3,3,2,fortifier,,,2,,,,2,2,2,2,2
bettyboop,KreeSupport_HoT,55,50170,7,7,10,6,5,,4,healer,,,,4,,,4,4,4,4,4
bettyboop,Hela,100,615342,7,8,19,6,7,7,5,raider,purple,5,,,11,9,1,1,1,1,1
bettyboop,CorvusGlaive,55,56478,7,7,10,6,5,5,4,striker,,4,,,,,4,4,4,4,4
bettyboop,RocketRaccoon,75,197581,7,7,14,6,6,7,4,raider,blue,4,,,10,3,5,5,5,5,5
bettyboop,X23,75,142012,7,7,14,6,6,6,4,striker,blue,9,,,3,,4,4,4,4,4
bettyboop,ElsaBloodstone,65,78932,7,7,12,5,5,6,4,raider,,,,,4,4,4,4,4,4,4
bettyboop,StarLord,70,92743,7,7,13,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
bettyboop,Pyro,40,2525,3,3,4,1,1,1,1,,,,,,,,,,,,
bettyboop,KreeDmg_Offense,55,48208,7,7,10,6,5,,4,raider,,,,,3,1,3,3,3,3,3
bettyboop,ShangChi,90,289028,7,8,17,7,7,7,5,raider,blue,,,,9,,4,4,4,4,4
bettyboop,CaptainAmerica,100,594695,7,7,19,6,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
bettyboop,Coulson,85,202286,7,7,16,6,6,6,4,striker,blue,9,,,,4,4,4,4,4,4
bettyboop,Scream,45,21672,7,7,5,4,4,4,3,striker,,2,,,,,2,2,2,2,2
bettyboop,ProximaMidnight,60,85714,7,9,11,6,6,6,4,skirmisher,,4,,,,4,4,4,4,4,4
bettyboop,Karnak,50,42647,7,7,9,5,5,5,3,striker,,3,,,,,3,3,3,3,3
bettyboop,Swarm,75,155876,7,9,14,6,6,6,4,striker,blue,8,,,,4,3,3,3,3,3
bettyboop,Thanos,70,98492,7,7,13,6,6,6,4,raider,,4,2,,4,,4,4,4,4,4
bettyboop,Polaris,75,172423,7,7,14,7,6,6,4,raider,blue,,,8,5,,3,3,3,3,3
bettyboop,Cyclops,95,416391,7,8,18,6,7,7,5,raider,purple,,,,11,3,1,1,1,1,1
bettyboop,Namor,100,670354,7,10,19,6,6,7,5,raider,purple,,,,11,,1,1,1,1,1
bettyboop,Ikaris,90,322167,7,9,17,7,7,7,5,striker,blue,9,,,8,5,4,4,4,4,4
bettyboop,EmmaFrost,100,520670,7,8,19,6,7,7,4,healer,purple,5,5,11,5,6,1,1,1,1,1
bettyboop,Zemo,75,151552,7,9,14,6,6,7,5,raider,blue,4,,,8,,3,3,3,3,3
bettyboop,MrSinister,65,96222,7,8,12,6,6,6,4,healer,,,,5,,,5,5,5,5,5
bettyboop,SheHulk,90,326819,7,10,17,6,6,7,5,skirmisher,blue,9,2,,,10,5,5,5,5,5
bettyboop,MrFantastic,100,680904,7,10,19,6,7,7,5,skirmisher,purple,,,,,11,2,1,2,1,2
bettyboop,Nobu,60,70070,7,7,11,6,6,6,4,skirmisher,,2,,,,4,4,4,4,4,4
bettyboop,Longshot,75,139022,7,8,14,6,6,6,5,skirmisher,blue,,,,4,8,3,3,3,3,3
bettyboop,Sybil,100,679784,7,9,19,7,7,7,5,striker,purple,11,,,8,4,1,1,2,1,2
bettyboop,Yellowjacket,80,160481,7,7,15,6,6,7,4,skirmisher,blue,,,,4,8,3,3,3,3,3
bettyboop,Bishop,80,179513,7,9,15,6,6,6,5,striker,blue,8,3,,,4,3,3,3,3,3
bettyboop,Ultron,80,141605,7,5,15,6,6,6,4,striker,blue,9,,,4,,4,4,4,4,4
bettyboop,Magik,65,62478,5,5,12,6,6,6,4,striker,,4,,,,,4,4,4,4,4
bettyboop,CullObsidian,55,48947,6,6,10,6,5,5,4,striker,,4,,4,,,4,4,4,4,4
bettyboop,SquirrelGirl,75,139835,7,8,14,6,7,6,5,healer,,,,4,,,5,5,5,5,4
bettyboop,NickFury,95,388371,7,8,18,6,7,7,5,healer,blue,,,10,,,5,5,5,5,5
bettyboop,MistyKnight,89,242360,7,8,16,7,6,7,5,skirmisher,blue,4,,,,9,4,4,4,4,4
bettyboop,DoctorStrange,100,858179,7,9,19,6,7,8,6,healer,purple,,,11,,,2,2,2,2,2
bettyboop,ScientistSupreme,100,913279,7,8,19,7,7,7,5,healer,purple,,,12,,,2,2,2,2,2
bettyboop,ScarletSpider,75,140069,7,7,14,6,6,6,5,striker,blue,8,,,,,3,3,3,3,3
bettyboop,Iceman,75,114527,7,7,14,6,6,6,4,raider,,,,,4,,4,4,4,4,4
bettyboop,SamWilson,95,482605,7,7,17,7,7,7,5,skirmisher,blue,,8,,,9,4,4,4,4,4
bettyboop,GhostRider,55,74955,7,10,10,6,5,5,4,striker,,4,,,,,4,4,4,4,4
bettyboop,SpiderPunk,75,135569,7,7,14,6,6,6,5,raider,blue,8,,,8,,3,3,3,3,3
bettyboop,Ghost,70,100810,7,7,13,6,6,7,5,striker,,4,,4,,,4,4,4,4,4
bettyboop,Graviton,70,79077,6,6,13,6,6,6,4,striker,,4,,,,,4,4,4,4,4
bettyboop,Crystal,53,46780,7,7,9,5,5,5,3,skirmisher,,,,,,4,4,5,4,4,4
bettyboop,AntiVenom,60,60581,7,7,11,5,5,5,3,healer,,,,4,,,4,4,4,4,4
bettyboop,SilverSurfer,97,647558,7,8,18,6,7,7,5,striker,purple,11,,,4,3,1,1,1,1,1
bettyboop,Negasonic,60,78714,7,7,11,6,6,6,4,striker,,4,,,3,,4,4,4,4,4
bettyboop,MariaHill,85,221033,7,7,16,6,7,7,5,healer,blue,,,9,,,4,4,4,4,4
bettyboop,Dagger,90,289618,7,8,17,6,7,7,5,striker,blue,9,,,9,,4,4,4,4,4
bettyboop,Shuri,70,106984,7,7,13,6,6,6,5,healer,,,,5,,,5,5,5,5,5
bettyboop,Colossus,55,48662,6,6,10,6,5,5,4,fortifier,,,3,,,,4,4,4,4,4
bettyboop,MoonKnight,100,778678,7,8,19,6,7,7,5,raider,purple,,,,11,,1,1,1,1,1
bettyboop,Cloak,90,254328,7,7,17,6,6,7,5,skirmisher,blue,,,,4,9,4,4,5,4,4
bettyboop,AimControl_Infect,70,85527,7,7,13,6,6,,4,skirmisher,,4,,,,4,4,4,4,4,4
bettyboop,Deathpool,95,464766,7,8,18,6,7,7,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,Moondragon,100,889358,7,9,19,6,7,8,6,healer,purple,,,11,8,7,1,1,1,1,1
bettyboop,KateBishop,75,137224,7,9,14,6,6,6,5,skirmisher,,,,,4,4,4,4,4,4,4
bettyboop,DoctorVoodoo,65,72950,6,6,12,6,6,6,4,skirmisher,,,,3,,4,4,4,4,4,4
bettyboop,AimSupport_Heal,60,35678,3,3,11,6,6,,4,healer,,,,4,,,4,4,4,4,4
bettyboop,InvisibleWoman,85,331810,7,8,16,6,6,6,4,healer,purple,,3,10,,,,,,,
bettyboop,MultipleMan,75,128943,7,7,14,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
bettyboop,GhostSpider,100,756123,7,10,19,6,7,7,5,raider,purple,8,,,13,8,3,3,3,3,3
bettyboop,Morbius,67,88931,7,7,12,5,6,6,4,striker,,4,,,4,,4,4,4,5,4
bettyboop,AimDmg_Speed,70,56927,4,4,13,6,6,,4,striker,,4,,,,4,4,4,4,4,4
bettyboop,Magneto,95,376866,7,7,18,6,7,7,5,raider,blue,,,,10,9,5,5,5,5,5
bettyboop,ColleenWing,85,227803,7,8,16,6,7,7,5,striker,blue,9,,,,,5,4,4,4,4
bettyboop,BlackBolt,100,636166,7,8,19,6,7,7,5,striker,purple,11,,,4,,1,1,1,1,1
bettyboop,StrangeSupreme,90,305130,7,8,17,6,7,7,5,striker,blue,10,,,8,,5,5,5,5,5
bettyboop,TChalla,55,42462,5,5,10,6,5,5,4,striker,,4,,,,,4,4,4,4,4
bettyboop,Phoenix,75,226971,7,8,14,6,6,6,5,striker,blue,10,,4,,,5,5,5,5,5
bettyboop,MorganLeFay,95,425223,7,6,18,7,8,7,6,striker,purple,11,,,8,8,1,1,1,1,1
bettyboop,MadelynePryor,57,44099,5,5,10,6,5,5,4,raider,,,,,3,,3,3,3,3,3
bettyboop,SymbioteSpiderMan,35,13804,6,6,6,4,3,3,2,striker,,3,,,3,,3,3,3,3,3
bettyboop,DoctorOctopus,95,385966,7,7,18,6,7,6,5,healer,blue,,,10,,4,5,5,5,5,5
bettyboop,Wong,90,309219,7,8,17,7,7,7,5,striker,blue,10,5,,9,,5,5,5,5,5
bettyboop,Echo,60,71938,7,7,11,6,6,6,4,raider,,,,,4,,4,4,4,4,4
bettyboop,Fantomex,90,328596,7,10,17,6,7,7,5,raider,blue,,,,10,9,5,5,5,5,5
bettyboop,NicoMinoru,30,16396,7,9,6,3,3,3,1,healer,,,,3,,,3,3,3,3,3
bettyboop,Gambit,100,766977,7,10,19,7,7,7,5,raider,purple,,,,12,10,2,3,2,2,2
bettyboop,Dazzler,90,265016,7,7,17,6,7,7,5,raider,blue,3,,,10,,5,5,5,5,5
bettyboop,EbonyMaw,50,53353,7,9,9,5,5,5,3,healer,,,,4,,,4,4,4,4,4
bettyboop,Sunfire,100,655946,7,9,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,JaneThor,75,116179,6,6,14,6,7,7,5,striker,,4,,,,4,4,4,4,4,4
bettyboop,SpiderWoman,70,117179,7,8,13,6,6,6,5,striker,,4,,,,3,4,4,4,4,4
bettyboop,Rogue,90,278816,7,5,17,8,7,7,6,striker,blue,10,3,,,,5,5,5,5,5
bettyboop,Valkyrie,75,143669,7,7,14,6,7,7,5,raider,blue,4,,4,8,,3,3,3,3,3
bettyboop,Jubilee,80,196869,7,8,15,6,7,7,5,striker,blue,8,,,,8,3,3,3,3,3
bettyboop,VivVision,85,214876,7,7,16,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
bettyboop,AdamWarlock,80,182602,7,7,15,6,6,7,5,striker,blue,8,,,6,4,3,3,3,3,3
bettyboop,OmegaRed,85,251958,7,7,16,6,7,7,5,striker,purple,10,,,,,1,1,1,1,1
bettyboop,Abomination,90,292654,7,7,17,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
bettyboop,AmadeusCho,95,392805,7,7,18,6,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
bettyboop,SpiderWeaver,96,445598,7,7,18,7,7,7,5,striker,blue,10,,,,,5,5,5,5,5
bettyboop,RedHulk,100,782609,7,10,19,7,8,7,6,raider,purple,,,,12,,2,2,2,2,2
bettyboop,Doom,100,456293,7,4,19,6,7,6,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,Hulkbuster,90,339498,7,10,17,6,7,7,5,striker,blue,9,4,,,,4,4,4,4,4
bettyboop,SpiderManNoir,100,683241,7,9,19,6,7,7,5,raider,purple,,,,13,4,3,3,3,3,3
bettyboop,SpiderMan2099,70,113598,7,9,13,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
bettyboop,ZombieIronMan,95,309765,7,3,18,6,7,7,4,striker,purple,10,,,,,,,,,
bettyboop,Deathlok,90,276986,7,7,17,7,7,7,5,raider,blue,8,,,9,,4,4,4,4,4
bettyboop,Ultimus,100,902622,7,10,19,7,7,7,4,striker,purple,11,,,,,1,1,1,1,1
bettyboop,BlackPantherBC,75,129975,7,7,14,6,6,7,4,striker,,4,,,,,4,4,5,4,4
bettyboop,Nakia,75,134479,7,7,14,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
bettyboop,AgathaHarkness,101,973851,7,9,19,7,7,7,5,skirmisher,purple,,,,,12,2,2,2,2,2
bettyboop,DarkBeast,96,458361,7,9,18,7,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
bettyboop,MrNegative,85,227296,7,7,16,6,7,7,4,striker,blue,9,,,,5,4,4,4,4,4
bettyboop,Archangel,95,334262,7,4,18,6,7,8,6,striker,blue,10,,,,9,5,5,5,5,5
bettyboop,Nemesis,90,300847,7,8,17,6,7,7,5,striker,purple,10,,,,,,,,,
bettyboop,CaptainCarter,100,658295,7,9,19,6,7,7,5,healer,purple,5,5,11,5,5,1,1,1,1,1
bettyboop,USAgent,85,201051,7,7,16,6,7,6,5,skirmisher,blue,,,,,8,3,3,3,3,3
bettyboop,AgentVenom,90,254906,7,7,17,6,6,7,5,raider,blue,,,,9,,4,4,4,4,4
bettyboop,AbsorbingMan,75,152753,7,8,14,6,6,7,4,raider,blue,,4,4,9,,4,4,4,4,5
bettyboop,Titania,80,166219,7,7,15,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
bettyboop,KangTheConqueror,100,704032,7,9,19,7,7,7,5,striker,purple,11,,,9,,1,1,1,1,1
bettyboop,Moonstone,90,268511,7,8,17,7,6,6,4,striker,blue,9,,,,,4,4,4,4,4
bettyboop,CaptainAmericaWW2,85,214887,7,7,16,6,7,7,5,skirmisher,blue,,,,,9,4,5,4,4,4
bettyboop,UnionJack,85,219665,7,9,16,6,6,6,5,raider,blue,,,,8,,3,3,3,3,3
bettyboop,BuckyBarnes,90,290531,7,9,17,6,7,6,5,striker,blue,9,,,,,4,4,4,4,4
bettyboop,Quicksilver,80,115844,7,2,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
bettyboop,IronFistOrson,85,239903,7,8,16,6,7,7,5,raider,blue,,,8,9,,4,4,4,4,4
bettyboop,Firestar,80,174940,7,7,15,6,7,7,4,raider,blue,,,,8,,3,3,3,3,3
bettyboop,Nova,97,493387,7,6,18,8,8,7,6,striker,purple,11,,,,,1,1,1,1,1
bettyboop,Dormammu,95,376984,7,4,18,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,Gwenpool,90,271395,7,7,17,6,6,7,5,raider,blue,9,,,9,,4,4,5,4,4
bettyboop,Cosmo,85,195289,7,7,16,6,6,6,5,healer,blue,,,8,,,3,3,3,3,3
bettyboop,Apocalypse,101,934762,7,10,19,8,8,8,6,striker,purple,12,,,,,2,2,2,2,2
bettyboop,StarLord_Annihilation,85,204861,7,7,16,6,6,7,5,raider,blue,4,,,8,8,3,3,3,3,3
bettyboop,Korg,95,363230,7,7,18,6,7,7,5,skirmisher,blue,8,,,,9,4,4,4,4,4
bettyboop,Thor_InfinityWar,90,268960,7,7,17,6,7,7,5,striker,blue,9,,,,,4,4,4,4,4
bettyboop,Vahl,100,755001,7,9,19,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,LokiTeen,100,535311,7,7,18,6,7,7,5,striker,purple,11,,4,,4,1,1,1,1,1
bettyboop,BetaRayBill,100,599219,7,8,19,6,7,7,5,raider,purple,8,,,11,,1,1,1,1,1
bettyboop,Sylvie,100,560794,7,7,18,6,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,SpiderManBigTime,90,213969,7,3,17,6,6,7,5,striker,blue,9,,,,,4,4,4,4,4
bettyboop,KamalaKhan,95,436114,7,8,18,6,7,7,5,skirmisher,blue,,,,,10,5,5,5,5,5
bettyboop,BlackCat,100,614205,7,5,19,8,7,8,6,striker,purple,12,,,,,2,2,2,2,2
bettyboop,GhostRiderRobbie,100,690530,7,9,19,7,7,7,5,raider,purple,,,,11,,1,1,2,1,1
bettyboop,Photon,95,454264,7,9,18,6,6,7,5,striker,blue,10,,,,,5,5,5,5,5
bettyboop,Ronin,85,246418,7,9,16,6,6,6,5,striker,blue,9,5,5,5,5,4,4,4,4,4
bettyboop,Mockingbird,85,209407,7,7,16,6,6,7,4,healer,blue,5,5,9,5,5,4,4,5,5,5
bettyboop,IronManInfinityWar,97,511960,7,9,18,6,7,7,5,striker,purple,10,,,,,1,1,1,1,1
bettyboop,Tigra,95,421580,7,8,18,6,7,7,5,striker,purple,11,5,5,5,5,1,1,1,1,1
bettyboop,Darkhawk,99,503273,7,8,18,6,7,7,5,raider,purple,,,,10,,1,1,1,1,1
bettyboop,ZombieJuggernaut,100,442139,6,4,19,6,7,7,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,IronheartMCU,100,614275,7,9,19,6,7,7,5,skirmisher,purple,,,,,11,1,1,1,1,1
bettyboop,GreenGoblinGlider,100,542022,7,5,19,6,6,8,6,raider,purple,,,,12,,2,2,2,2,2
bettyboop,KravenTheHunter,100,669731,7,9,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
bettyboop,SpiderSlayer,100,635197,7,8,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,Lizard,100,756726,7,10,19,6,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
bettyboop,Nightcrawler,102,783041,7,9,19,6,7,7,5,raider,purple,,,,11,,1,1,2,1,1
bettyboop,Forge,98,574826,7,10,18,6,6,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,Sunspot,95,455354,7,9,18,6,7,7,5,striker,purple,11,5,5,5,5,1,1,1,1,1
bettyboop,SymbioteSilverSurfer,95,439101,7,8,18,6,7,7,5,raider,blue,,,,9,,4,4,4,4,4
bettyboop,Gwenom,85,209878,7,7,16,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
bettyboop,RedGoblin,100,739896,7,10,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
bettyboop,BlackKnight,102,913669,7,10,19,6,7,7,5,fortifier,purple,,13,,,,3,3,3,3,3
bettyboop,StarBrand,100,586409,7,9,18,6,6,6,5,raider,purple,5,5,5,11,5,1,1,1,1,1
bettyboop,CosmicGhostRider,100,644995,7,8,18,6,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,IronPatriot,100,654840,7,8,19,6,7,7,5,striker,purple,12,5,5,5,5,2,2,2,2,2
bettyboop,TheLeader,100,593784,7,7,19,6,6,6,5,striker,purple,12,5,5,5,5,2,2,2,2,2
bettyboop,PeterBParker,100,760163,7,9,19,6,7,7,5,healer,purple,,,13,,,3,3,3,3,3
bettyboop,SpiderManPavitr,100,720282,7,9,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,PeniParker,100,833184,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,SuperSkrull,102,1007917,7,10,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,PandaPool,100,593086,7,8,19,6,6,7,5,skirmisher,purple,,,,,11,1,1,1,1,1
bettyboop,OldManLogan,102,816571,7,7,19,7,7,8,5,striker,purple,13,5,5,5,5,3,3,3,3,3
bettyboop,Daken,95,464742,7,9,18,6,7,7,5,raider,purple,,,,10,,,,,,
bettyboop,Northstar,101,743569,7,9,19,6,7,7,5,raider,purple,,,,13,,3,3,3,3,3
bettyboop,Guardian,100,743590,7,9,19,6,6,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,Sasquatch,101,706093,7,9,19,6,7,7,5,skirmisher,purple,,,,,13,3,3,3,3,3
bettyboop,BlackPantherShuri,100,774895,7,10,19,7,7,7,5,raider,purple,,,,11,,1,1,1,1,1
bettyboop,HankPym,100,803095,7,10,19,7,7,7,5,striker,purple,11,,,,,1,1,2,1,1
bettyboop,Gladiator,100,940773,7,9,19,6,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
bettyboop,Gorr,100,998725,7,10,19,6,7,7,5,raider,purple,,,,12,,2,2,2,2,2
bettyboop,Ares,95,443957,5,5,18,6,7,7,6,striker,purple,11,,,,,1,1,1,1,1
bettyboop,ThanosEndgame,101,1095070,7,10,19,6,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,Sentinel,100,963553,7,9,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,Nimrod,100,961879,7,9,19,6,7,7,5,raider,purple,,,,12,,2,2,2,2,2
bettyboop,OmegaSentinel,100,923651,7,9,19,6,6,7,5,skirmisher,purple,,,,,12,2,2,2,2,2
bettyboop,Blade,101,975011,7,8,19,6,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,ManThing,100,879549,7,9,19,6,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
bettyboop,ZombieScarletWitch,90,182433,2,,17,6,6,7,5,raider,purple,,,,11,,1,1,1,1,1
bettyboop,Oath,101,1091584,7,10,19,6,7,7,5,raider,purple,,,,11,,1,1,2,1,1
bettyboop,AncientOne,95,512272,6,6,18,7,8,7,6,raider,purple,,,,11,,1,1,1,1,1
bettyboop,ShadowKing,103,708656,6,3,19,6,7,7,5,striker,purple,13,5,5,5,5,3,3,3,3,3
bettyboop,CaptainBritain,100,395430,5,3,19,8,7,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,EmmaFrostXMen,95,490557,6,6,18,6,8,7,6,striker,purple,10,,,,,1,1,1,1,1
bettyboop,Kahhori,100,787814,6,6,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,Medusa,95,453109,5,5,18,6,7,7,5,raider,purple,,,,12,,2,2,2,2,2
bettyboop,MsMarvelClassic,95,452188,5,5,18,6,6,7,5,striker,purple,12,,,,,2,2,2,2,2
bettyboop,Mephisto,102,1051448,7,6,19,7,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,JeanGrey,101,723311,5,5,19,7,7,7,5,raider,purple,,,,13,,3,3,3,3,3
bettyboop,OmegaRedPhoenix,90,236816,3,1,17,6,7,7,5,striker,purple,10,,,,,1,1,1,1,1
bettyboop,Hercules,100,825487,6,6,19,6,7,7,5,striker,purple,13,,,,,3,3,3,3,3
bettyboop,PeggyCarter,95,439239,5,5,18,6,6,7,5,striker,purple,11,,,,,1,1,1,1,1
bettyboop,FalconJoaquin,85,177263,3,3,16,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
bettyboop,Lilandra,85,155035,3,,16,6,6,6,5,raider,purple,,,,10,,,,,,
bettyboop,Patriot,85,196237,3,3,16,6,7,7,5,raider,blue,,,,10,,5,5,5,5,5
Tam’Imperator,ShieldSupport_Heal,35,15291,7,10,6,3,3,,1,healer,,,,2,,,3,2,3,2,2
Tam’Imperator,SpiderMan,75,168467,7,8,14,7,7,7,5,raider,blue,,,,9,,4,4,4,4,4
Tam’Imperator,LukeCage,65,70658,6,6,12,6,6,6,4,healer,,,,4,,,4,4,4,4,5
Tam’Imperator,Punisher,40,16751,5,5,7,3,4,4,2,skirmisher,,,,,,5,5,5,5,5,5
Tam’Imperator,Elektra,52,30054,5,5,9,4,5,5,3,skirmisher,,,,,,3,3,3,3,3,3
Tam’Imperator,Crossbones,55,28253,4,4,10,5,4,4,3,raider,,,,,3,,3,3,3,3,3
Tam’Imperator,ShieldDmg_AoE,31,3777,2,2,6,3,2,,1,,,,,,,,,,,,
Tam’Imperator,Hawkeye,50,33434,5,5,9,5,5,5,3,skirmisher,,,,,,3,3,4,3,3,3
Tam’Imperator,HydraDmg_AoE,41,8398,3,3,6,4,4,,2,,,,,,,,,,,,
Tam’Imperator,HydraDmg_Buff,42,7610,3,3,5,4,4,,2,,,,,,,,,,,,
Tam’Imperator,Deadpool,90,272961,7,8,17,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
Tam’Imperator,HandControl_HealBlock,37,9858,4,4,7,4,3,,2,,,,,,,,,,,,
Tam’Imperator,JessicaJones,42,18934,7,8,8,3,2,2,1,healer,,,,2,,,2,2,2,2,2
Tam’Imperator,UltSpiderMan,75,145310,7,7,14,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
Tam’Imperator,BaronMordo,55,39329,6,6,10,5,5,4,3,healer,,,,3,,,4,4,3,4,3
Tam’Imperator,HandSupport_Heal,37,7512,2,2,7,4,3,,2,healer,,,,2,,,3,2,2,2,2
Tam’Imperator,Bullseye,31,2489,3,3,3,3,2,1,,,,,,,,,,,,,
Tam’Imperator,Thor,65,77587,7,7,12,5,5,6,4,striker,,4,,,,,5,4,5,4,5
Tam’Imperator,HydraTank_Taunt,20,1301,2,2,4,2,1,,1,,,,,,,,,,,,
Tam’Imperator,Stryfe,65,45562,5,5,12,5,4,4,3,fortifier,,,3,,,,4,4,3,3,4
Tam’Imperator,HandDmg_Bonus,75,72053,4,4,14,6,6,,5,healer,,,,4,,,4,4,4,4,4
Tam’Imperator,Thing,80,179271,7,7,15,6,7,6,4,striker,blue,10,,,,,5,5,5,5,5
Tam’Imperator,Yelena,50,37232,6,6,9,5,5,5,3,raider,,,,,5,,5,5,5,5,5
Tam’Imperator,HandDmg_Unbuff,36,6802,2,2,6,4,3,,2,healer,,,,2,,,2,2,2,2,2
Tam’Imperator,Daredevil,58,35020,4,4,10,6,6,5,4,fortifier,,,1,,,,1,1,1,2,2
Tam’Imperator,MoonKnight,100,704714,7,8,19,6,6,6,4,raider,purple,10,,,12,,2,3,3,2,2
